35,66,-1833,242,0
-1030,444,-177,258,0
1477,861,460,294,0
-1572,-455,-1372,135,0
-1420,-30,1448,134,0
-699,-575,1607,224,0
-693,205,-1441,53,1
-435,-1105,214,312,1
1116,-1185,-1873,277,0
1221,1709,192,213,0
-593,-1976,316,79,0
-542,122,-1805,137,0
-850,-1748,-1034,182,0
1115,-195,472,353,0
239,581,-651,129,0
1238,1122,-815,345,0
1943,-1535,622,347,0
1769,255,-1172,288,0
-1813,-919,1136,291,0
-1881,-1083,-326,170,0
-1341,-1797,1185,357,0
860,-4,447,312,0
-1288,-1286,1867,221,0
52,496,-205,163,0
1313,-847,-1354,193,0
1111,-1150,-1119,168,0
1702,-129,-1883,345,0
442,-113,1575,93,0
1796,-31,-1412,227,0
-275,-214,-797,270,0
477,616,734,221,0
799,1234,-1026,90,0
-1833,560,1494,126,0
505,1506,985,129,0
1332,-1062,881,73,1
-1575,-503,-1464,70,0
-1455,878,-1644,116,0
-1371,-1079,910,321,0
872,183,817,244,0
-720,1692,423,121,0
451,-599,1036,88,0
-1126,1079,-170,138,0
1091,-1287,190,63,0
375,-487,-556,213,0
-553,1162,-473,176,0
1195,-1005,1254,346,0
1352,1296,-18,110,0
1366,-1311,214,257,0
-164,713,-671,87,0
918,1934,-495,141,0
944,-1028,-153,83,0
1005,555,-365,123,1
816,-586,-1785,384,0
631,-1649,698,53,0
368,-1220,1552,80,0
-535,190,-1233,367,0
-875,557,-787,308,1
218,1379,1373,336,0
804,1921,870,306,0
1992,731,-835,147,1
1424,-1225,826,314,0
1843,1927,-193,197,1
-162,-865,-1046,92,0
1169,-791,-1567,81,0
1654,1545,-537,288,0
-1661,1319,411,216,0
-84,-1592,542,371,0
108,-1679,-328,231,0
599,-246,1102,60,0
1608,349,1867,343,0
1896,-566,-1738,361,0
1156,1668,-116,142,0
-19,-1115,1514,258,1
-399,-1014,-1884,113,0
-1028,233,-811,111,0
-272,-1785,-1833,147,0
715,1608,866,225,1
1941,-512,-1519,63,0
-1598,-449,1534,363,0
-1975,-1399,884,385,0
824,409,1468,339,0
909,-1675,330,400,0
-135,1230,-445,395,0
-806,619,1778,216,0
-1259,642,-882,219,0
957,-999,930,370,0
-1610,-1685,-1525,219,0
-724,1113,477,93,0
233,1970,-155,350,0
-818,1497,-110,107,0
52,-1731,-152,227,0
49,275,-1963,265,0
-1447,1660,-1102,281,0
-216,1238,761,229,0
-1453,-1894,-345,213,0
-163,766,-1849,355,0
-1764,-261,1007,362,0
-1850,-6,-1524,183,0
-1931,-792,825,128,0
-104,-99,1669,242,0
-1608,-1470,1328,114,0
-1758,1146,-1617,150,0
-1069,-1747,-168,198,0
-146,-945,-1363,81,0
228,1335,-1657,347,0
-712,-937,83,184,0
-665,419,1596,378,0
983,-136,263,398,0
686,339,92,276,0
1330,-642,9,350,0
653,-106,-473,83,0
-178,1462,-1826,220,0
-945,1931,893,286,0
1926,660,-1804,165,0
-1047,1080,1510,381,0
-963,-1288,1221,399,0
-1473,1232,587,277,0
1858,1327,225,203,0
-1407,420,1145,340,0
1745,1124,76,105,0
1055,1441,-1634,298,0
1653,-1158,-1066,308,0
1335,-1806,-1284,293,1
-1412,-865,1509,322,1
-1080,-130,1957,263,0
-1385,-726,1030,266,0
-1239,1060,337,277,0
449,1691,-1639,268,0
-932,-1577,876,336,0
956,1122,-792,156,0
-185,-324,-948,207,0
-518,1380,1236,198,0
928,-1808,563,164,0
38,831,-990,385,0
1003,-10,-1097,326,0
-1710,-1279,916,386,1
-1238,1451,-111,250,0
-330,1454,-931,174,0
1760,806,860,256,0
543,-803,686,156,1
-1701,958,422,283,0
-474,1417,-1919,373,0
428,-583,-1280,191,0
225,1846,-1284,98,0
412,1068,-105,143,0
-1298,-245,790,182,0
-1583,-88,97,339,0
-1784,-344,440,196,0
-1969,1861,1846,55,0
1600,-1434,1783,96,0
-398,-1914,1435,350,0
-1686,-159,1517,90,0
-1964,830,-554,110,0
159,-75,414,359,0
1830,1881,-769,355,0
-942,727,-681,150,0
-930,-68,-1515,366,0
-584,1873,700,220,0
-1397,-237,1831,206,0
633,-1614,-1959,268,0
1230,-88,-839,331,0
310,-49,-1512,382,0
-1775,1854,1577,100,0
-1033,1733,-1575,213,0
870,-1530,958,398,0
-927,1346,280,208,0
-623,780,1909,283,0
325,-905,-1828,305,0
317,-1001,-309,74,1
-1939,-314,1540,250,0
-548,543,1207,287,0
1208,-483,235,217,0
-730,621,-578,255,0
-1532,105,-95,107,0
1947,589,533,148,0
378,-1913,1830,252,0
695,-1201,80,84,0
-1617,-804,307,364,1
1177,-1839,-175,344,0
1435,226,1127,210,0
424,1836,-1386,214,0
1485,173,-422,62,0
-267,520,968,258,0
-1876,1959,-367,308,0
-1040,346,-1501,81,0
-481,458,512,229,1
526,762,-1179,159,0
1886,-601,-896,53,0
-106,-585,1151,115,0
-1040,-120,-66,252,0
-249,275,-10,131,1
430,-574,1259,98,0
1501,-396,1671,240,0
-1344,-1080,-488,281,0
-1253,-328,1074,148,0
-44,1223,-585,280,0
-1580,-1974,1551,108,0
1457,-1765,372,129,0
302,-1163,1556,192,0
-650,1981,-1111,129,0
-463,-673,441,318,0
-1187,-140,-1214,289,0
-1780,-1530,213,280,0
-406,1829,105,254,0
-1183,1141,95,231,0
752,-759,1202,256,0
-406,1275,-105,231,0
1912,-289,1536,236,0
1847,946,1624,339,0
-1339,985,-1008,270,0
-1176,388,-1872,270,1
-564,-1617,1944,291,1
-1840,1850,761,266,0
-1136,-793,693,209,1
910,343,-1331,58,0
708,-198,855,100,0
1461,-1697,-767,196,1
-1208,-1271,1349,97,0
971,-1782,-1122,275,0
-1847,469,-503,201,0
475,-1022,-1413,51,0
1097,-935,-502,382,0
-194,-948,-1507,312,1
-287,-1241,600,400,0
-590,-96,892,238,1
-1532,-964,1526,75,0
373,936,993,337,0
342,422,1832,195,0
-708,1673,-902,140,0
-1456,1127,-661,262,0
-1110,-438,532,110,0
511,-1322,539,397,0
1668,780,-72,305,0
-1803,-355,524,371,0
-215,-1124,1149,264,0
166,1267,-116,362,0
-761,1669,1475,245,0
-1806,390,797,97,0
-349,1480,-356,230,1
-1475,1737,-192,112,0
630,255,-1756,215,0
1500,644,-730,245,0
-172,-1231,-333,218,0
847,662,-1761,370,0
973,-1341,743,288,0
-471,430,1407,238,1
833,-382,1981,87,0
1240,-1824,444,78,1
-286,886,-1131,214,0
-74,231,823,203,0
-1374,-1802,-1647,323,0
-1263,935,140,216,1
364,1854,1850,264,0
1913,-357,314,295,0
-1568,-208,670,145,0
-1,-1550,1137,107,0
940,420,1777,129,0
-702,181,765,243,0
1753,1977,-778,273,0
17,24,544,254,0
356,-321,787,67,0
-622,-1908,-794,343,0
-957,-776,-175,193,0
-522,37,-1893,207,0
1962,-180,301,271,0
-662,1793,348,153,0
-1507,1513,1691,375,0
-1603,978,1791,379,1
-945,1495,-1636,151,0
-650,1855,-619,69,0
-1885,-10,1453,65,1
-552,-1941,986,123,0
867,-781,-1030,254,0
884,1110,1038,144,0
692,1387,1711,131,0
236,-383,-238,236,0
1907,1697,221,147,0
172,398,-1322,204,0
947,-1066,-1345,347,0
1071,1743,942,130,0
988,-16,1393,157,0
-752,670,-931,122,0
-1464,935,-685,135,0
-1398,-1005,1949,338,0
462,-1435,-1528,94,0
73,1557,160,222,1
-134,1875,-233,385,1
1809,-758,-748,87,0
-1563,-950,-408,241,1
1047,-358,-1476,241,0
977,-1264,499,399,0
-1124,317,1589,237,0
978,1656,-617,113,0
-1307,920,874,348,0
1946,1970,-510,278,0
-666,1654,659,70,0
331,1058,-931,350,1
135,1087,495,212,0
457,-910,350,328,0
-175,-1939,259,329,0
-739,704,170,250,0
-6,708,1311,317,1
-638,-967,1798,221,0
1452,1354,691,272,0
1981,117,1976,236,1
399,-907,1155,364,0
1379,97,780,87,0
934,876,-713,243,0
-1503,1505,1369,95,0
-1159,1503,1593,213,1
970,-1840,1779,246,1
1880,-1335,-568,218,0
162,1280,940,145,0
-1281,-1535,-1822,205,0
-1492,1932,-1389,219,0
-405,-598,121,338,0
762,-782,-77,298,0
-1300,1594,-507,178,0
1968,-479,420,80,0
-1374,-1473,1450,268,0
-1035,1102,1609,118,0
279,1578,873,217,0
851,-425,-475,372,0
1200,721,-1437,296,0
